S.No.,Combination,Mean Absolute Error,Mean Squared Error
171,H-Index+Total Docs(3years)+Total Refs+Total Cites(3years)+Cites/Docs(2years),9.289999513212815e+18,8.630409095549433e+37
172,H-Index+Total Docs(3years)+Total Refs+Total Cites(3years)+Cites/Docs(2years)+Ref/Doc,1.1225257237195555e+17,1.260064000412106e+34
173,H-Index+Total Docs(3years)+Total Refs+Total Cites(3years)+Citable Docs(3years)+Ref/Doc,4.558991236917059e+17,2.0784401098286537e+35
174,H-Index+Total Docs(3years)+Total Refs+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years),8.071805337136468e+34,6.5154041400624325e+69
175,H-Index+Total Docs(3years)+Total Refs+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,7.385594447270036e+17,5.454700533954564e+35
176,H-Index+Total Docs(2017)+Ref/Doc,84.50185757191916,7140.733747725358
177,H-Index+Total Docs(2017)+Cites/Docs(2years),15.830275164022462,250.76742638911378
178,H-Index+Total Docs(2017)+Cites/Docs(2years)+Ref/Doc,1.7910195763018835,3.377565743144028
179,H-Index+Total Docs(2017)+Citable Docs(3years),1.810219415216394e+33,3.276894331226393e+66
180,H-Index+Total Docs(2017)+Citable Docs(3years)+Ref/Doc,5.432086549426175e+17,2.9507564280456644e+35
181,H-Index+Total Docs(2017)+Citable Docs(3years)+Cites/Docs(2years),6.656052368863341e+16,4.430303313705154e+33
182,H-Index+Total Docs(2017)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,68.7734371183059,4729.955467686027
183,H-Index+Total Docs(2017)+Total Cites(3years),1.341858177965157e+33,1.8005833697719715e+66
184,H-Index+Total Docs(2017)+Total Cites(3years)+Ref/Doc,3.069070616216424e+17,9.41919444732309e+34
185,H-Index+Total Docs(2017)+Total Cites(3years)+Cites/Docs(2years),2.680608346716662e+17,7.185661108487064e+34
186,H-Index+Total Docs(2017)+Total Cites(3years)+Cites/Docs(2years)+Ref/Doc,37.132532200302826,1378.9947622269751
187,H-Index+Total Docs(2017)+Total Cites(3years)+Citable Docs(3years)+Ref/Doc,1.5019687420081172e+16,2.2559101019694607e+32
188,H-Index+Total Docs(2017)+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years),2.8557802178414694e+17,8.155480652614728e+34
189,H-Index+Total Docs(2017)+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,2.4733321050543148e+16,6.117371701892417e+32
190,H-Index+Total Docs(2017)+Total Refs,5.8071201941162625e+35,3.3722644948913037e+71
191,H-Index+Total Docs(2017)+Total Refs+Ref/Doc,3.2978907234763686e+19,1.087608322399142e+39
192,H-Index+Total Docs(2017)+Total Refs+Cites/Docs(2years),8.188905478208823e+19,6.705817293103824e+39
193,H-Index+Total Docs(2017)+Total Refs+Cites/Docs(2years)+Ref/Doc,0.36845414176486146,0.1981622664514891
194,H-Index+Total Docs(2017)+Total Refs+Citable Docs(3years),1.7481920693406276e+51,3.0561755113054643e+102
195,H-Index+Total Docs(2017)+Total Refs+Citable Docs(3years)+Ref/Doc,8.512975717008147e+18,7.247075555837059e+37
196,H-Index+Total Docs(2017)+Total Refs+Citable Docs(3years)+Cites/Docs(2years),5.126416100950833e+17,2.6280142040087817e+35
197,H-Index+Total Docs(2017)+Total Refs+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,7.683447820378388e+17,5.903537040847723e+35
198,H-Index+Total Docs(2017)+Total Refs+Total Cites(3years)+Ref/Doc,5.990901136756978e+18,3.589089643039631e+37
199,H-Index+Total Docs(2017)+Total Refs+Total Cites(3years)+Cites/Docs(2years),3.0730430950091678e+19,9.443593863783577e+38
200,H-Index+Total Docs(2017)+Total Refs+Total Cites(3years)+Cites/Docs(2years)+Ref/Doc,8.627495533933961e+17,7.443367918805011e+35
201,H-Index+Total Docs(2017)+Total Refs+Total Cites(3years)+Citable Docs(3years)+Ref/Doc,3.334840960000923e+18,1.1121164228499938e+37
202,H-Index+Total Docs(2017)+Total Refs+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years),1.8353312471193807e+35,3.368440786652778e+70
203,H-Index+Total Docs(2017)+Total Refs+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,9.508944176493567e+17,9.042001935167106e+35
204,H-Index+Total Docs(2017)+Total Docs(3years)+Ref/Doc,4064535434035185.5,1.6520448294527563e+31
205,H-Index+Total Docs(2017)+Total Docs(3years)+Cites/Docs(2years),1.864431481285075e+18,3.476104748406852e+36
206,H-Index+Total Docs(2017)+Total Docs(3years)+Cites/Docs(2years)+Ref/Doc,660.8070407183366,436666.1148775462
207,H-Index+Total Docs(2017)+Total Docs(3years)+Citable Docs(3years)+Ref/Doc,3.224849868308241e+17,1.0399656673127696e+35
208,H-Index+Total Docs(2017)+Total Docs(3years)+Citable Docs(3years)+Cites/Docs(2years),7.776024909971635e+17,6.046656340049963e+35
209,H-Index+Total Docs(2017)+Total Docs(3years)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,3.5696506118164456e+16,1.274240549044146e+33
210,H-Index+Total Docs(2017)+Total Docs(3years)+Total Cites(3years),1.4169463728093578e+49,2.007737023417596e+98
211,H-Index+Total Docs(2017)+Total Docs(3years)+Total Cites(3years)+Ref/Doc,1.2087048760400266e+17,1.4609674773629268e+34
212,H-Index+Total Docs(2017)+Total Docs(3years)+Total Cites(3years)+Cites/Docs(2years),3.345426974251554e+17,1.1191881640049942e+35
213,H-Index+Total Docs(2017)+Total Docs(3years)+Total Cites(3years)+Cites/Docs(2years)+Ref/Doc,2.55893607622137e+17,6.548153842187244e+34
214,H-Index+Total Docs(2017)+Total Docs(3years)+Total Cites(3years)+Citable Docs(3years)+Ref/Doc,1.8385921590817917e+18,3.38042112743704e+36
215,H-Index+Total Docs(2017)+Total Docs(3years)+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years),9.285106836924987e+33,8.621320897311111e+67
216,H-Index+Total Docs(2017)+Total Docs(3years)+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,3.666173360247101e+16,1.3440827107385527e+33
217,H-Index+Total Docs(2017)+Total Docs(3years)+Total Refs+Ref/Doc,1.5549588568854714e+17,2.417897046606566e+34
218,H-Index+Total Docs(2017)+Total Docs(3years)+Total Refs+Cites/Docs(2years),6.398344819216861e+17,4.093881642559906e+35
219,H-Index+Total Docs(2017)+Total Docs(3years)+Total Refs+Cites/Docs(2years)+Ref/Doc,1.3649115030800222e+17,1.8629834112401645e+34
220,H-Index+Total Docs(2017)+Total Docs(3years)+Total Refs+Citable Docs(3years)+Ref/Doc,1.273782896783363e+18,1.6225228681378165e+36
221,H-Index+Total Docs(2017)+Total Docs(3years)+Total Refs+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,2.964263316089906e+16,8.786857007116313e+32
222,H-Index+Total Docs(2017)+Total Docs(3years)+Total Refs+Total Cites(3years)+Ref/Doc,8.296929828918839e+17,6.883904458600286e+35
223,H-Index+Total Docs(2017)+Total Docs(3years)+Total Refs+Total Cites(3years)+Cites/Docs(2years),2.908806574229279e+37,8.46115568627943e+74
224,H-Index+Total Docs(2017)+Total Docs(3years)+Total Refs+Total Cites(3years)+Cites/Docs(2years)+Ref/Doc,9.409706488538096e+18,8.854257620043625e+37
225,H-Index+Total Docs(2017)+Total Docs(3years)+Total Refs+Total Cites(3years)+Citable Docs(3years)+Ref/Doc,1.0723669710612847e+18,1.1499709206231462e+36
226,H-Index+Total Docs(2017)+Total Docs(3years)+Total Refs+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years),1.1672348090024415e+19,1.362437099346968e+38
227,H-Index+Total Docs(2017)+Total Docs(3years)+Total Refs+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,1.8982232196727775e+18,3.6032513917048913e+36
228,SJR,1.6899693427419349,3.025810999855058
229,SJR+Ref/Doc,4.692734635680918,22.191572981366765
230,SJR+Cites/Docs(2years),0.3960860313200652,0.21939630652085204
231,SJR+Cites/Docs(2years)+Ref/Doc,1.388695696524883,2.089152511354468
232,SJR+Citable Docs(3years),1.2924991098463594,1.8278008152068415
233,SJR+Citable Docs(3years)+Ref/Doc,1.9164551211418897,3.842614851798425
234,SJR+Citable Docs(3years)+Cites/Docs(2years),0.5826307406066055,0.42519195543768984
235,SJR+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,0.8476985463727054,0.8485062896656741
236,SJR+Total Cites(3years),5.715750549355061,32.83961896290013
237,SJR+Total Cites(3years)+Ref/Doc,12.289757776317007,151.2079608209919
238,SJR+Total Cites(3years)+Cites/Docs(2years),2.9768012266234134,9.03116016327411
239,SJR+Total Cites(3years)+Cites/Docs(2years)+Ref/Doc,0.8012687032254383,0.7655306619790102
240,SJR+Total Cites(3years)+Citable Docs(3years),0.5693449002667781,0.4913340397785633
241,SJR+Total Cites(3years)+Citable Docs(3years)+Ref/Doc,1.4042964474764312,2.1418631328423743
242,SJR+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years),0.4135338792508876,0.2346956855502562
243,SJR+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,0.5653380019979088,0.4021782636572148
244,SJR+Total Refs,1.044556929926352,1.2348479631955072
245,SJR+Total Refs+Ref/Doc,9.083506643381975,82.67990756081193
246,SJR+Total Refs+Cites/Docs(2years),1.1495044017958407,1.470441387349603
247,SJR+Total Refs+Cites/Docs(2years)+Ref/Doc,1.2109690306915173,1.6193432048781007
248,SJR+Total Refs+Citable Docs(3years),10.10626530807641,102.30641309767631
249,SJR+Total Refs+Citable Docs(3years)+Ref/Doc,1.331513087723664,1.9314912753172915
250,SJR+Total Refs+Citable Docs(3years)+Cites/Docs(2years),0.9915687882786467,1.124832404742819
251,SJR+Total Refs+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,0.4004669616560296,0.2231295660094859
252,SJR+Total Refs+Total Cites(3years),11.548899685761786,133.54689857223605
253,SJR+Total Refs+Total Cites(3years)+Ref/Doc,1.4305140284422535,2.2087289822827727
254,SJR+Total Refs+Total Cites(3years)+Cites/Docs(2years),0.6160517405491862,0.4715680318542675
255,SJR+Total Refs+Total Cites(3years)+Cites/Docs(2years)+Ref/Doc,0.9831368376641522,1.1078428805555487
256,SJR+Total Refs+Total Cites(3years)+Citable Docs(3years),1.725181783208395e+18,2.9762521851141034e+36
257,SJR+Total Refs+Total Cites(3years)+Citable Docs(3years)+Ref/Doc,112.23528655116452,12596.92936184246
258,SJR+Total Refs+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years),118.64336777108018,14076.41853068425
259,SJR+Total Refs+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,149.15636835891615,22247.79203664114
260,SJR+Total Docs(3years),0.7115472092678929,0.6150021954066223
261,SJR+Total Docs(3years)+Ref/Doc,1.1185969819497084,1.3986147610704305
262,SJR+Total Docs(3years)+Cites/Docs(2years),0.5343720597988431,0.36368260025709626
263,SJR+Total Docs(3years)+Cites/Docs(2years)+Ref/Doc,0.4891520345058518,0.31135971437833165
264,SJR+Total Docs(3years)+Citable Docs(3years),895.2987033583678,801559.9380497945
265,SJR+Total Docs(3years)+Citable Docs(3years)+Ref/Doc,0.7009518116108282,0.5983037458945071
266,SJR+Total Docs(3years)+Citable Docs(3years)+Cites/Docs(2years),1.3067784337446726,1.8653872072217978
267,SJR+Total Docs(3years)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,30.025140843319075,901.6788972815938
268,SJR+Total Docs(3years)+Total Cites(3years),5.060955116730719,25.78308131401032
269,SJR+Total Docs(3years)+Total Cites(3years)+Ref/Doc,0.32188516489624075,0.1703962527707417
270,SJR+Total Docs(3years)+Total Cites(3years)+Cites/Docs(2years),0.5771775440227522,0.4178173908930722
271,SJR+Total Docs(3years)+Total Cites(3years)+Cites/Docs(2years)+Ref/Doc,0.9917618987600545,1.1534062842795982
272,SJR+Total Docs(3years)+Total Cites(3years)+Citable Docs(3years),1.6688959168063306e+17,2.785213581132836e+34
273,SJR+Total Docs(3years)+Total Cites(3years)+Citable Docs(3years)+Ref/Doc,0.9166026426760278,0.9762448706527815
274,SJR+Total Docs(3years)+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years),28.679360300384065,822.6755218596928
275,SJR+Total Docs(3years)+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,5.782596055821836,33.60823176525368
276,SJR+Total Docs(3years)+Total Refs,1.6517598230940989,2.8981251336352996
277,SJR+Total Docs(3years)+Total Refs+Ref/Doc,1.1720712040620311,1.524173549269199
278,SJR+Total Docs(3years)+Total Refs+Cites/Docs(2years),0.6098489745699063,0.4628300081815553
279,SJR+Total Docs(3years)+Total Refs+Cites/Docs(2years)+Ref/Doc,0.8480319406910605,0.8491039258142081
280,SJR+Total Docs(3years)+Total Refs+Citable Docs(3years),7.39945967836304e+16,5.47520035317207e+33
281,SJR+Total Docs(3years)+Total Refs+Citable Docs(3years)+Ref/Doc,1284.9365899669679,1651062.210050562
282,SJR+Total Docs(3years)+Total Refs+Citable Docs(3years)+Cites/Docs(2years),37.08886692879008,1375.753864681945
283,SJR+Total Docs(3years)+Total Refs+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,4.5909869750165795,21.246976025219325
284,SJR+Total Docs(3years)+Total Refs+Total Cites(3years),3.1371869092158476e+16,9.841941703355331e+32
285,SJR+Total Docs(3years)+Total Refs+Total Cites(3years)+Ref/Doc,58.7571451888634,3452.57192536562
286,SJR+Total Docs(3years)+Total Refs+Total Cites(3years)+Cites/Docs(2years),41.714401582125966,1740.2611139753208
287,SJR+Total Docs(3years)+Total Refs+Total Cites(3years)+Cites/Docs(2years)+Ref/Doc,8.55701651336487,73.39234623044649
288,SJR+Total Docs(3years)+Total Refs+Total Cites(3years)+Citable Docs(3years),5.1164888713440224e+17,2.6178458370587092e+35
289,SJR+Total Docs(3years)+Total Refs+Total Cites(3years)+Citable Docs(3years)+Ref/Doc,3218474304486020.5,1.0358576848636773e+31
290,SJR+Total Docs(3years)+Total Refs+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years),2.2831287747200508e+16,5.212677001954682e+32
291,SJR+Total Docs(3years)+Total Refs+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,6.301921033347147,39.88402333099065
292,SJR+Total Docs(2017),1.6117510977487874,2.7675562215418714
293,SJR+Total Docs(2017)+Ref/Doc,0.7149720115030105,0.6809995976801124
294,SJR+Total Docs(2017)+Cites/Docs(2years),1.1031020138569132,1.3633733028858273
295,SJR+Total Docs(2017)+Cites/Docs(2years)+Ref/Doc,1.0001101007007624,1.1421607670583924
296,SJR+Total Docs(2017)+Citable Docs(3years),0.38280090662310107,0.2088182195844178
297,SJR+Total Docs(2017)+Citable Docs(3years)+Ref/Doc,1.4848840454867875,2.3695987168813453
298,SJR+Total Docs(2017)+Citable Docs(3years)+Cites/Docs(2years),2.3136291738358965,5.522694574472021
299,SJR+Total Docs(2017)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,0.3917354063232643,0.21582296280248509
300,SJR+Total Docs(2017)+Total Cites(3years),3.076949340996774,9.637431867507928
301,SJR+Total Docs(2017)+Total Cites(3years)+Ref/Doc,1.3044779577435615,1.859303369026737
302,SJR+Total Docs(2017)+Total Cites(3years)+Cites/Docs(2years),0.4089791256234225,0.23054922043240125
303,SJR+Total Docs(2017)+Total Cites(3years)+Cites/Docs(2years)+Ref/Doc,2.549260220627014,6.668542292918736
304,SJR+Total Docs(2017)+Total Cites(3years)+Citable Docs(3years),1.0927957867777053e+18,1.1942026315990966e+36
305,SJR+Total Docs(2017)+Total Cites(3years)+Citable Docs(3years)+Ref/Doc,42.1441364849219,1776.298054680173
306,SJR+Total Docs(2017)+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years),21.098961292946957,445.3359822617213
307,SJR+Total Docs(2017)+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,5.832679626449586,34.18996624524751
308,SJR+Total Docs(2017)+Total Refs,402.2919259079589,161838.96346535534
309,SJR+Total Docs(2017)+Total Refs+Ref/Doc,14.369275674631396,206.64589803400114
310,SJR+Total Docs(2017)+Total Refs+Cites/Docs(2years),119.82367662304125,14357.883294083602
311,SJR+Total Docs(2017)+Total Refs+Cites/Docs(2years)+Ref/Doc,0.34168379523003956,0.22287213697474623
312,SJR+Total Docs(2017)+Total Refs+Citable Docs(3years),4.6745371319330144e+17,2.1851297397820367e+35
313,SJR+Total Docs(2017)+Total Refs+Citable Docs(3years)+Ref/Doc,13.011315434017868,169.4641439439592
314,SJR+Total Docs(2017)+Total Refs+Citable Docs(3years)+Cites/Docs(2years),9.864426663980781,97.4767280295025
315,SJR+Total Docs(2017)+Total Refs+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,0.847783794028769,0.8885519818652651
316,SJR+Total Docs(2017)+Total Refs+Total Cites(3years),5.5735174580718976e+17,3.1064096855432427e+35
317,SJR+Total Docs(2017)+Total Refs+Total Cites(3years)+Ref/Doc,53.434339893139786,2855.3984944360386
318,SJR+Total Docs(2017)+Total Refs+Total Cites(3years)+Cites/Docs(2years),50.73976323744427,2574.6933880123493
319,SJR+Total Docs(2017)+Total Refs+Total Cites(3years)+Cites/Docs(2years)+Ref/Doc,7.3810943291119875,54.65036811569659
320,SJR+Total Docs(2017)+Total Refs+Total Cites(3years)+Citable Docs(3years),3.260242490172525e+18,1.0629181094726398e+37
321,SJR+Total Docs(2017)+Total Refs+Total Cites(3years)+Citable Docs(3years)+Ref/Doc,2.953618176984843e+17,8.723860335415291e+34
322,SJR+Total Docs(2017)+Total Refs+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years),5.110089307271596e+17,2.61130127282916e+35
323,SJR+Total Docs(2017)+Total Refs+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,60.771005877667285,3693.2849700039187
324,SJR+Total Docs(2017)+Total Docs(3years),1.6904630513143224,3.02747994830638
325,SJR+Total Docs(2017)+Total Docs(3years)+Ref/Doc,0.4110769504162142,0.2324493698014545
326,SJR+Total Docs(2017)+Total Docs(3years)+Cites/Docs(2years),0.8688035813926189,0.8868574328592754
327,SJR+Total Docs(2017)+Total Docs(3years)+Cites/Docs(2years)+Ref/Doc,0.35430366328105933,0.18860064441745164
328,SJR+Total Docs(2017)+Total Docs(3years)+Citable Docs(3years),3.4462266578676744e+16,1.1876478177397822e+33
329,SJR+Total Docs(2017)+Total Docs(3years)+Citable Docs(3years)+Ref/Doc,40.994845353113554,1680.747160146142
330,SJR+Total Docs(2017)+Total Docs(3years)+Citable Docs(3years)+Cites/Docs(2years),3.621412934466623,13.284446262369617
331,SJR+Total Docs(2017)+Total Docs(3years)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,4.6593953597410405,21.8797797388238
332,SJR+Total Docs(2017)+Total Docs(3years)+Total Cites(3years),3.409542715935812e+17,1.1624981531790914e+35
333,SJR+Total Docs(2017)+Total Docs(3years)+Total Cites(3years)+Ref/Doc,10.682579288158005,114.2873148682299
334,SJR+Total Docs(2017)+Total Docs(3years)+Total Cites(3years)+Cites/Docs(2years),76.02768352096258,5780.378476184095
335,SJR+Total Docs(2017)+Total Docs(3years)+Total Cites(3years)+Cites/Docs(2years)+Ref/Doc,1.0983287683271918,1.3526204271519788
336,SJR+Total Docs(2017)+Total Docs(3years)+Total Cites(3years)+Citable Docs(3years),4.741574647339759e+18,2.248253013629519e+37
337,SJR+Total Docs(2017)+Total Docs(3years)+Total Cites(3years)+Citable Docs(3years)+Ref/Doc,5.641323999672663e+18,3.1824536469282777e+37
338,SJR+Total Docs(2017)+Total Docs(3years)+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years),2.376401937905922e+17,5.64728617048304e+34
339,SJR+Total Docs(2017)+Total Docs(3years)+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,42.675913808407046,1821.403434003034
340,SJR+Total Docs(2017)+Total Docs(3years)+Total Refs,5.7275008040090003e+17,3.2804265459923683e+35
341,SJR+Total Docs(2017)+Total Docs(3years)+Total Refs+Ref/Doc,71.69213989066411,5139.932736722997
342,SJR+Total Docs(2017)+Total Docs(3years)+Total Refs+Cites/Docs(2years),59.87422783156692,3585.0929730468324
343,SJR+Total Docs(2017)+Total Docs(3years)+Total Refs+Cites/Docs(2years)+Ref/Doc,3.453120334859297,12.093854667466232
344,SJR+Total Docs(2017)+Total Docs(3years)+Total Refs+Citable Docs(3years),4.498580138567772e+16,2.0237223263116254e+33
345,SJR+Total Docs(2017)+Total Docs(3years)+Total Refs+Citable Docs(3years)+Ref/Doc,5.132255855562956e+16,2.634005016696028e+33
346,SJR+Total Docs(2017)+Total Docs(3years)+Total Refs+Citable Docs(3years)+Cites/Docs(2years),4.459881386209464e+17,1.98905419790577e+35
347,SJR+Total Docs(2017)+Total Docs(3years)+Total Refs+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,7.928267922916553,63.02724687799498
348,SJR+Total Docs(2017)+Total Docs(3years)+Total Refs+Total Cites(3years),4.530581114712115e+19,2.052616523698608e+39
349,SJR+Total Docs(2017)+Total Docs(3years)+Total Refs+Total Cites(3years)+Ref/Doc,3.2695997793957985e+18,1.069028271742511e+37
350,SJR+Total Docs(2017)+Total Docs(3years)+Total Refs+Total Cites(3years)+Cites/Docs(2years),9.775345557689627e+17,9.555738077224178e+35
351,SJR+Total Docs(2017)+Total Docs(3years)+Total Refs+Total Cites(3years)+Cites/Docs(2years)+Ref/Doc,244.52802226847194,59794.12348915078
352,SJR+Total Docs(2017)+Total Docs(3years)+Total Refs+Total Cites(3years)+Citable Docs(3years),8.090736905013509e+17,6.5460023666148e+35
353,SJR+Total Docs(2017)+Total Docs(3years)+Total Refs+Total Cites(3years)+Citable Docs(3years)+Ref/Doc,2.8055034524801027e+17,7.870849621877773e+34
354,SJR+Total Docs(2017)+Total Docs(3years)+Total Refs+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years),3.6120104161038177e+18,1.3046619246042457e+37
355,SJR+Total Docs(2017)+Total Docs(3years)+Total Refs+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,9.848569938158703e+17,9.699432982680275e+35
356,SJR+H-Index,2.813163165667564,8.083701617116203
357,SJR+H-Index+Ref/Doc,2.080691778031516,4.4990928956154015
358,SJR+H-Index+Cites/Docs(2years),0.5658365638675616,0.4028265540778666
359,SJR+H-Index+Cites/Docs(2years)+Ref/Doc,0.683462908921324,0.5714393025706203
360,SJR+H-Index+Citable Docs(3years),29.562804430163357,874.1292203965332
361,SJR+H-Index+Citable Docs(3years)+Ref/Doc,0.3373076670301217,0.2169794862022839
362,SJR+H-Index+Citable Docs(3years)+Cites/Docs(2years),179.05599602959177,32061.219528769623
363,SJR+H-Index+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,0.339082004535296,0.21939240573128693
364,SJR+H-Index+Total Cites(3years),14.175254654439001,201.10765913864208
365,SJR+H-Index+Total Cites(3years)+Ref/Doc,4.997704586321944,25.146865752590845
366,SJR+H-Index+Total Cites(3years)+Cites/Docs(2years),4.7919620947750445,23.13271533820831
367,SJR+H-Index+Total Cites(3years)+Cites/Docs(2years)+Ref/Doc,1.870220758594444,3.6675403063250283
368,SJR+H-Index+Total Cites(3years)+Citable Docs(3years),2.195385785207684e+16,4.819718745891953e+32
369,SJR+H-Index+Total Cites(3years)+Citable Docs(3years)+Ref/Doc,1.2261386788173687,1.6732306801394539
370,SJR+H-Index+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years),2.4280800657809998,6.065387426290506
371,SJR+H-Index+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,1.759945963456594,3.267224414734607
372,SJR+H-Index+Total Refs,1.2332707766013289,1.6907714288662945
373,SJR+H-Index+Total Refs+Ref/Doc,1.306305119311976,1.8641345865950707
374,SJR+H-Index+Total Refs+Cites/Docs(2years),2.324396386185156,5.572633180558069
375,SJR+H-Index+Total Refs+Cites/Docs(2years)+Ref/Doc,0.734226573380939,0.6518179025776131
376,SJR+H-Index+Total Refs+Citable Docs(3years),7.475914368796082e+16,5.588929564957184e+33
377,SJR+H-Index+Total Refs+Citable Docs(3years)+Ref/Doc,2.6504394524315873,7.194643911453299
378,SJR+H-Index+Total Refs+Citable Docs(3years)+Cites/Docs(2years),18.618443410138568,346.8162496369797
379,SJR+H-Index+Total Refs+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,10.287690542173104,106.00639131196533
380,SJR+H-Index+Total Refs+Total Cites(3years),8.952927771125022e+16,8.015491567498171e+33
381,SJR+H-Index+Total Refs+Total Cites(3years)+Ref/Doc,21.794249362073803,475.15911987670216
382,SJR+H-Index+Total Refs+Total Cites(3years)+Cites/Docs(2years),7.938913612373622,63.19616396517864
383,SJR+H-Index+Total Refs+Total Cites(3years)+Cites/Docs(2years)+Ref/Doc,5.788028012364528,33.67108289236397
384,SJR+H-Index+Total Refs+Total Cites(3years)+Citable Docs(3years),4.2002792543933824e+17,1.764234581488736e+35
385,SJR+H-Index+Total Refs+Total Cites(3years)+Citable Docs(3years)+Ref/Doc,7.981452863761627e+17,6.370358981644892e+35
386,SJR+H-Index+Total Refs+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years),3752250317127729.0,1.407938244238512e+31
387,SJR+H-Index+Total Refs+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,167.79175987390036,28154.24449620104
388,SJR+H-Index+Total Docs(3years),6.277949144486457,39.58246008120569
389,SJR+H-Index+Total Docs(3years)+Ref/Doc,0.674367718923125,0.5577452439611852
390,SJR+H-Index+Total Docs(3years)+Cites/Docs(2years),16.470232406391776,271.43837014100507
391,SJR+H-Index+Total Docs(3years)+Cites/Docs(2years)+Ref/Doc,0.3239744062880151,0.1979156177458874
392,SJR+H-Index+Total Docs(3years)+Citable Docs(3years),1.8557317352497933e+17,3.443740273213192e+34
393,SJR+H-Index+Total Docs(3years)+Citable Docs(3years)+Ref/Doc,26.91486109893402,724.5795625953585
394,SJR+H-Index+Total Docs(3years)+Citable Docs(3years)+Cites/Docs(2years),3.4593510964578846,12.136924629011814
395,SJR+H-Index+Total Docs(3years)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,0.5166569513966772,0.34244369756785165
396,SJR+H-Index+Total Docs(3years)+Total Cites(3years),1.8951681983959446e+17,3.591662500211327e+34
397,SJR+H-Index+Total Docs(3years)+Total Cites(3years)+Ref/Doc,15.843250834895326,251.17841163785891
398,SJR+H-Index+Total Docs(3years)+Total Cites(3years)+Cites/Docs(2years),9.809464149681842,96.3954015243407
399,SJR+H-Index+Total Docs(3years)+Total Cites(3years)+Cites/Docs(2years)+Ref/Doc,0.4463252519509495,0.2654810768055014
400,SJR+H-Index+Total Docs(3years)+Total Cites(3years)+Citable Docs(3years),9.912347141111633e+17,9.82546258459033e+35
401,SJR+H-Index+Total Docs(3years)+Total Cites(3years)+Citable Docs(3years)+Ref/Doc,7.14879905932933e+16,5.110532799066787e+33
402,SJR+H-Index+Total Docs(3years)+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years),1.1771423029000662e+17,1.3856640012768778e+34
403,SJR+H-Index+Total Docs(3years)+Total Cites(3years)+Citable Docs(3years)+Cites/Docs(2years)+Ref/Doc,7.7856304140371995,60.78585556442851
404,SJR+H-Index+Total Docs(3years)+Total Refs,6.993984812184356e+17,4.891582355306511e+35
